phase,height,psi,theta,alpha1,alpha2,alpha3
4.461061568097506,90.54979468024897,0.0,0.0,-29.858216718515507,-29.858216718515514,-29.858216718515514
4.492477494633404,90.42145666607192,0.0,0.0,-30.064504464837217,-30.064504464837217,-30.064504464837217
4.523893421169302,90.30997311224795,0.0,0.0,-30.243732752602586,-30.243732752602597,-30.243732752602597
4.5553093477052,90.2154540395851,0.0,0.0,-30.395710754943572,-30.395710754943572,-30.395710754943572
4.586725274241098,90.13799272699664,0.0,0.0,-30.52027689202576,-30.52027689202576,-30.52027689202576
4.6181412007769955,90.0776656194461,0.0,0.0,-30.617298896056234,-30.617298896056234,-30.617298896056234
4.649557127312894,90.03453225250524,0.0,0.0,-30.686673855898913,-30.686673855898913,-30.686673855898913
4.680973053848792,90.0086351935997,0.0,0.0,-30.728328246308333,-30.728328246308333,-30.728328246308333
4.71238898038469,90.0,0.0,0.0,-30.742217945826052,-30.742217945826052,-30.742217945826052
4.743804906920587,90.0086351935997,0.0,0.0,-30.728328246308333,-30.728328246308333,-30.728328246308333
4.775220833456485,90.03453225250524,0.0,0.0,-30.686673855898913,-30.686673855898913,-30.686673855898913
4.806636759992384,90.0776656194461,0.0,0.0,-30.617298896056234,-30.617298896056234,-30.617298896056234
4.838052686528282,90.13799272699663,0.0,0.0,-30.520276892025777,-30.520276892025784,-30.520276892025784
4.869468613064179,90.2154540395851,0.0,0.0,-30.395710754943572,-30.395710754943572,-30.395710754943572
4.900884539600077,90.30997311224795,0.0,0.0,-30.243732752602586,-30.243732752602597,-30.243732752602597
4.932300466135976,90.42145666607192,0.0,0.0,-30.064504464837217,-30.064504464837217,-30.064504464837217
4.9637163926718735,90.54979468024897,0.0,0.0,-29.858216718515507,-29.858216718515514,-29.858216718515514
4.995132319207771,90.6948605006535,0.0,0.0,-29.625089496297594,-29.625089496297598,-29.625089496297598
5.026548245743669,90.85651096483481,0.0,0.0,-29.365371812649727,-29.365371812649727,-29.365371812649727
5.057964172279568,91.03458654330106,0.0,0.0,-29.07934155011597,-29.07934155011597,-29.07934155011597
5.089380098815465,91.2289114969556,0.0,0.0,-28.767305248560287,-28.767305248560298,-28.767305248560298
5.120796025351363,91.43929405053034,0.0,0.0,-28.429597840013567,-28.429597840013567,-28.429597840013567
5.152211951887261,91.66552658184466,0.0,0.0,-28.06658232190183,-28.06658232190183,-28.06658232190183
5.183627878423159,91.90738582670356,0.0,0.0,-27.678649361792548,-27.678649361792548,-27.678649361792548
5.215043804959057,92.16463309923239,0.0,0.0,-27.26621682737575,-27.26621682737575,-27.26621682737575
5.246459731494954,92.43701452743097,0.0,0.0,-26.829729236184402,-26.829729236184406,-26.829729236184406
5.277875658030852,92.72426130371473,0.0,0.0,-26.369657120540438,-26.36965712054044,-26.36965712054044
5.3092915845667505,93.02608995019517,0.0,0.0,-25.886496304370606,-25.88649630437061,-25.88649630437061
5.340707511102648,93.34220259843842,0.0,0.0,-25.380767089842262,-25.380767089842262,-25.380767089842262
5.372123437638546,93.67228728342542,0.0,0.0,-24.853013353197785,-24.853013353197785,-24.853013353197785
5.403539364174444,94.01601825142369,0.0,0.0,-24.30380155068306,-24.30380155068306,-24.30380155068306
5.4349552907103424,94.37305628146696,0.0,0.0,-23.733719637034195,-23.733719637034195,-23.733719637034195
5.46637121724624,94.7430490201253,0.0,0.0,-23.14337590057256,-23.14337590057256,-23.14337590057256
5.497787143782138,95.12563132923542,0.0,0.0,-22.533397720521183,-22.533397720521183,-22.533397720521183
5.529203070318036,95.52042564624794,0.0,0.0,-21.904430253659022,-21.904430253659022,-21.904430253659022
5.5606189968539335,95.92704235683608,0.0,0.0,-21.257135058837648,-21.25713505883765,-21.25713505883765
5.592034923389832,96.34508017939793,0.0,0.0,-20.59218866916386,-20.59218866916386,-20.59218866916386
5.62345084992573,96.7741265610729,0.0,0.0,-19.910281122772094,-19.910281122772098,-19.910281122772098
5.654866776461628,97.21375808488172,0.0,0.0,-19.212114464047136,-19.21211446404714,-19.21211446404714
5.686282702997525,97.66354088758771,0.0,0.0,-18.498401227891343,-18.498401227891346,-18.498401227891346
5.717698629533424,98.12303108786756,0.0,0.0,-17.769862920145865,-17.769862920145865,-17.769862920145865
5.749114556069322,98.5917752243685,0.0,0.0,-17.02722850756651,-17.02722850756651,-17.02722850756651
5.7805304826052195,99.06931070321998,0.0,0.0,-16.271232930818357,-16.27123293081836,-16.27123293081836
5.811946409141117,99.55516625455793,0.0,0.0,-15.50261565379463,-15.502615653794631,-15.502615653794631
5.843362335677016,100.04886239761123,0.0,0.0,-14.722119262194587,-14.722119262194587,-14.722119262194587
5.874778262212914,100.54991191389135,0.0,0.0,-13.93048812372736,-13.930488123727363,-13.930488123727363
5.906194188748811,101.05782032801814,0.0,0.0,-13.128467121563986,-13.128467121563986,-13.128467121563986
5.937610115284709,101.5720863957074,0.0,0.0,-12.316800471760963,-12.316800471760963,-12.316800471760963
5.969026041820607,102.09220259843842,0.0,0.0,-11.49623063435315,-11.496230634353152,-11.496230634353152
6.000441968356506,102.6176556443135,0.0,0.0,-10.667497326686608,-10.667497326686611,-10.667497326686611
6.031857894892402,103.14792697461503,0.0,0.0,-9.831336646364853,-9.831336646364857,-9.831336646364857
6.0632738214283,103.68249327556049,0.0,0.0,-8.988480309939384,-8.988480309939385,-8.988480309939385
6.094689747964199,104.22082699474981,0.0,0.0,-8.139655012218512,-8.139655012218514,-8.139655012218514
6.126105674500097,104.76239686179595,0.0,0.0,-7.285581909816829,-7.28558190981683,-7.28558190981683
6.157521601035994,105.30666841262467,0.0,0.0,-6.426976231348876,-6.426976231348876,-6.426976231348876
6.188937527571892,105.853104516926,0.0,0.0,-5.564547015501289,-5.564547015501291,-5.564547015501291
6.220353454107791,106.40116590823702,0.0,0.0,-4.698996977111847,-4.6989969771118485,-4.6989969771118485
6.2517693806436885,106.95031171613276,0.0,0.0,-3.8310225003576988,-3.831022500357699,-3.831022500357699
